"site_id","datetime","variable","observation"
"kent",2024-08-20,"oxygen",6.44
"kent",2024-08-20,"temperature",14.9176666666667
"kent",2024-08-20,"flow",1.38725000123183
"kent",2024-08-27,"chla",0.001
"kent",2024-08-27,"amm",44
"kent",2024-08-27,"don",340
"kent",2024-08-27,"frp",38
"kent",2024-08-27,"oxygen",6.97
"kent",2024-08-27,"temperature",16.7416666666667
"kent",2024-08-27,"flow",0.93570834149917
"kent",2024-09-03,"chla",0.0014
"kent",2024-09-03,"amm",41
"kent",2024-09-03,"don",390
"kent",2024-09-03,"frp",32
"kent",2024-09-03,"oxygen",6.97
"kent",2024-09-03,"temperature",16.7363333333333
"kent",2024-09-03,"flow",0.637291672329108
"kent",2024-09-10,"chla",0.00115
"kent",2024-09-10,"amm",41
"kent",2024-09-10,"don",390
"kent",2024-09-10,"frp",32
"kent",2024-09-10,"oxygen",7.65
"kent",2024-09-10,"temperature",16.015
"kent",2024-09-10,"flow",0.795499997834365
"kent",2024-09-17,"chla",0.0018
"kent",2024-09-17,"amm",34
"kent",2024-09-17,"don",500
"kent",2024-09-17,"frp",29
"kent",2024-09-17,"oxygen",6.51
"kent",2024-09-17,"temperature",17.5073333333333
"kent",2024-09-17,"flow",0.36299999927481
"kent",2024-09-24,"chla",0.003
"kent",2024-09-24,"amm",34
"kent",2024-09-24,"don",500
"kent",2024-09-24,"frp",29
"kent",2024-09-24,"oxygen",5.96
"kent",2024-09-24,"temperature",17.7383333333333
"kent",2024-09-24,"flow",0.210958333065112
"kent",2024-10-01,"chla",0.0048
"kent",2024-10-01,"amm",26
"kent",2024-10-01,"don",490
"kent",2024-10-01,"frp",33
"kent",2024-10-01,"oxygen",6.5
"kent",2024-10-01,"temperature",17.554
"kent",2024-10-01,"flow",0.282208335896333
"kent",2024-10-08,"chla",0.01105
"kent",2024-10-08,"amm",26
"kent",2024-10-08,"don",490
"kent",2024-10-08,"frp",33
"kent",2024-10-08,"oxygen",6.16
"kent",2024-10-08,"temperature",19.984
"kent",2024-10-08,"flow",0.248999998594324
"kent",2024-10-15,"chla",0.0087
"kent",2024-10-15,"amm",31
"kent",2024-10-15,"don",490
"kent",2024-10-15,"frp",26
"kent",2024-10-15,"oxygen",6.88
"kent",2024-10-15,"temperature",21.396
"kent",2024-10-15,"flow",0.146499999488393
"kent",2024-10-22,"chla",0.00855
"kent",2024-10-22,"amm",31
"kent",2024-10-22,"don",490
"kent",2024-10-22,"frp",26
"kent",2024-10-22,"oxygen",7.28
"kent",2024-10-22,"temperature",19.3193333333333
"kent",2024-10-22,"flow",0.201541665320595
"kent",2024-10-29,"chla",0.0077
"kent",2024-10-29,"amm",10
"kent",2024-10-29,"don",500
"kent",2024-10-29,"frp",10
"kent",2024-10-29,"oxygen",4.54
"kent",2024-10-29,"temperature",20.9733333333333
"kent",2024-10-29,"flow",0.150875000283122
"kent",2024-11-05,"chla",0.014
"kent",2024-11-05,"amm",10
"kent",2024-11-05,"don",500
"kent",2024-11-05,"frp",10
"kent",2024-11-05,"oxygen",5.73
"kent",2024-11-05,"temperature",22.1003333333333
"kent",2024-11-05,"flow",0.106374999508262
"kent",2024-11-12,"chla",0.0087
"kent",2024-11-12,"amm",10
"kent",2024-11-12,"don",510
"kent",2024-11-12,"frp",5
"kent",2024-11-12,"oxygen",8.76
"kent",2024-11-12,"temperature",20.9526666666667
"kent",2024-11-12,"flow",0.103000000119209
"kent",2024-11-19,"chla",0.0091
"kent",2024-11-19,"amm",10
"kent",2024-11-19,"don",510
"kent",2024-11-19,"frp",5
"kent",2024-11-19,"oxygen",10.82
"kent",2024-11-19,"temperature",22.551
"kent",2024-11-19,"flow",0.264749999468525
"kent",2024-11-26,"chla",0.021
"kent",2024-11-26,"amm",10
"kent",2024-11-26,"don",540
"kent",2024-11-26,"frp",10
"kent",2024-11-26,"oxygen",8.67
"kent",2024-11-26,"temperature",22.484
"kent",2024-11-26,"flow",0.0638333338623246
"kent",2024-12-03,"chla",0.00995
"kent",2024-12-03,"amm",10
"kent",2024-12-03,"don",540
"kent",2024-12-03,"frp",10
"kent",2024-12-03,"oxygen",8.54
"kent",2024-12-03,"temperature",22.9213333333333
"kent",2024-12-03,"flow",0.0841666668032606
"kent",2024-12-10,"chla",0.0096
"kent",2024-12-10,"amm",10
"kent",2024-12-10,"don",430
"kent",2024-12-10,"frp",5
"kent",2024-12-10,"oxygen",8.38
"kent",2024-12-10,"temperature",24.85
"kent",2024-12-10,"flow",0.0477500000658135
"kent",2024-12-17,"chla",0.01165
"kent",2024-12-17,"amm",10
"kent",2024-12-17,"don",430
"kent",2024-12-17,"frp",5
"kent",2024-12-17,"oxygen",8.56
"kent",2024-12-17,"temperature",24.751
"kent",2024-12-17,"flow",0.0479583332004646
"kent",2024-12-24,"chla",0.014
"kent",2024-12-24,"amm",10
"kent",2024-12-24,"don",390
"kent",2024-12-24,"frp",5
"kent",2024-12-24,"oxygen",9.03
"kent",2024-12-24,"temperature",26.2123333333333
"kent",2024-12-24,"flow",0.0282916664145887
"kent",2025-01-07,"chla",0.014
"kent",2025-01-07,"amm",10
"kent",2025-01-07,"don",390
"kent",2025-01-07,"frp",5
"kent",2025-01-07,"oxygen",9.03
"kent",2025-01-07,"temperature",26.2123333333333
"kent",2025-01-07,"flow",0.0282916664145887
"kent",2025-01-14,"chla",0.0135
"kent",2025-01-14,"amm",10
"kent",2025-01-14,"don",390
"kent",2025-01-14,"frp",5
"kent",2025-01-14,"oxygen",10.01
"kent",2025-01-14,"temperature",26.24
"kent",2025-01-14,"flow",0.024500000057742
"kent",2025-01-21,"chla",0.014
"kent",2025-01-21,"amm",10
"kent",2025-01-21,"don",390
"kent",2025-01-21,"frp",5
"kent",2025-01-21,"oxygen",5.13
"kent",2025-01-21,"temperature",27.284
"kent",2025-01-21,"flow",0.0192916663751627
"kent",2025-01-28,"chla",0.0108
"kent",2025-01-28,"amm",10
"kent",2025-01-28,"don",390
"kent",2025-01-28,"frp",5
"kent",2025-01-28,"oxygen",5.79
"kent",2025-01-28,"temperature",26.9886666666667
"kent",2025-01-28,"flow",0.0336666670627892
"kent",2025-02-04,"chla",0.022
"kent",2025-02-04,"amm",10
"kent",2025-02-04,"don",430
"kent",2025-02-04,"frp",5
"kent",2025-02-04,"oxygen",4
"kent",2025-02-04,"temperature",26.3816666666667
"kent",2025-02-04,"flow",0.0297916668932885
"kent",2025-02-11,"chla",0.018
"kent",2025-02-11,"amm",10
"kent",2025-02-11,"don",430
"kent",2025-02-11,"frp",5
"kent",2025-02-11,"oxygen",5.79
"kent",2025-02-11,"temperature",26.4483333333333
"kent",2025-02-11,"flow",0.0234166665856416
"kent",2025-02-18,"chla",0.012
"kent",2025-02-18,"amm",10
"kent",2025-02-18,"don",390
"kent",2025-02-18,"frp",5
"kent",2025-02-18,"oxygen",4.01
"kent",2025-02-18,"temperature",26.372
"kent",2025-02-18,"flow",0.0845000005016724
"kent",2025-02-25,"chla",0.01045
"kent",2025-02-25,"amm",10
"kent",2025-02-25,"don",390
"kent",2025-02-25,"frp",5
"kent",2025-02-25,"oxygen",6.02
"kent",2025-02-25,"temperature",25.4883333333333
"kent",2025-02-25,"flow",0.0223750001750886
"kent",2025-03-04,"chla",0.0098
"kent",2025-03-04,"amm",12
"kent",2025-03-04,"don",370
"kent",2025-03-04,"frp",5
"kent",2025-03-04,"oxygen",5.37
"kent",2025-03-04,"temperature",24.091
"kent",2025-03-04,"flow",0.0186666665055479
"kent",2025-03-11,"chla",0.00755
"kent",2025-03-11,"amm",12
"kent",2025-03-11,"don",370
"kent",2025-03-11,"frp",5
"kent",2025-03-11,"oxygen",5.62
"kent",2025-03-11,"temperature",24.3476666666667
"kent",2025-03-11,"flow",0.0315833335431914
"kent",2025-03-18,"chla",0.023
"kent",2025-03-18,"amm",73
"kent",2025-03-18,"don",460
"kent",2025-03-18,"frp",11
"kent",2025-03-18,"oxygen",7.86
"kent",2025-03-18,"temperature",23.041
"kent",2025-03-18,"flow",0.0347499997975926
"kent",2025-03-25,"chla",0.01
"kent",2025-03-25,"amm",73
"kent",2025-03-25,"don",460
"kent",2025-03-25,"frp",11
"kent",2025-03-25,"oxygen",6.62
"kent",2025-03-25,"temperature",23.3146666666667
"kent",2025-03-25,"flow",0.0374166664356987
"kent",2025-04-01,"chla",0.0067
"kent",2025-04-01,"amm",11
"kent",2025-04-01,"don",430
"kent",2025-04-01,"frp",6
"kent",2025-04-01,"oxygen",5.66
"kent",2025-04-01,"temperature",23.651
"kent",2025-04-01,"flow",0.0257083332786957
"kent",2025-04-08,"chla",0.0047
"kent",2025-04-08,"amm",11
"kent",2025-04-08,"don",430
"kent",2025-04-08,"frp",6
"kent",2025-04-08,"oxygen",5.63
"kent",2025-04-08,"temperature",21.559
"kent",2025-04-08,"flow",0.0355833337331812
"kent",2025-04-15,"chla",0.011
"kent",2025-04-15,"amm",11
"kent",2025-04-15,"don",430
"kent",2025-04-15,"frp",6
"kent",2025-04-15,"oxygen",5.59
"kent",2025-04-15,"temperature",21.9896666666667
"kent",2025-04-15,"flow",0.0645416670789321
"kent",2025-04-22,"chla",0.01145
"kent",2025-04-22,"amm",11
"kent",2025-04-22,"don",430
"kent",2025-04-22,"frp",6
"kent",2025-04-22,"oxygen",10.62
"kent",2025-04-22,"temperature",20.4546666666667
"kent",2025-04-22,"flow",0.0501249997566144
"kent",2025-04-29,"chla",0.012
"kent",2025-04-29,"amm",45
"kent",2025-04-29,"don",490
"kent",2025-04-29,"frp",16
"kent",2025-04-29,"oxygen",6.13
"kent",2025-04-29,"temperature",18.0606666666667
"kent",2025-04-29,"flow",0.0854583332935969
"kent",2025-05-06,"chla",0.01025
"kent",2025-05-06,"amm",45
"kent",2025-05-06,"don",490
"kent",2025-05-06,"frp",16
"kent",2025-05-06,"oxygen",6.36
"kent",2025-05-06,"temperature",18.1363333333333
"kent",2025-05-06,"flow",0.0611666664481163
"kent",2025-05-13,"chla",0.01
"kent",2025-05-13,"amm",11
"kent",2025-05-13,"don",370
"kent",2025-05-13,"frp",5
"kent",2025-05-13,"oxygen",5.94
"kent",2025-05-13,"temperature",18.527
"kent",2025-05-13,"flow",0.0433333336065213
"kent",2025-05-20,"chla",0.016
"kent",2025-05-20,"amm",11
"kent",2025-05-20,"don",370
"kent",2025-05-20,"frp",5
"kent",2025-05-20,"oxygen",6.76
"kent",2025-05-20,"temperature",16.6563333333333
"kent",2025-05-20,"flow",0.045458333256344
"kent",2025-05-27,"chla",0.0091
"kent",2025-05-27,"amm",47
"kent",2025-05-27,"don",310
"kent",2025-05-27,"frp",41
"kent",2025-05-27,"oxygen",7.34
"kent",2025-05-27,"temperature",14.184
"kent",2025-05-27,"flow",0.0737083346272508
"kent",2025-06-03,"chla",0.0035
"kent",2025-06-03,"amm",47
"kent",2025-06-03,"don",310
"kent",2025-06-03,"frp",41
"kent",2025-06-03,"oxygen",6.18
"kent",2025-06-03,"temperature",14.6013333333333
"kent",2025-06-03,"flow",0.708291670928399
"kent",2025-06-10,"chla",0.0047
"kent",2025-06-10,"amm",78
"kent",2025-06-10,"don",450
"kent",2025-06-10,"frp",30
"kent",2025-06-10,"oxygen",6.93
"kent",2025-06-10,"temperature",14.6013333333333
"kent",2025-06-10,"flow",0.102458333751808
"kent",2025-06-17,"chla",0.0049
"kent",2025-06-17,"amm",78
"kent",2025-06-17,"don",450
"kent",2025-06-17,"frp",30
"kent",2025-06-17,"oxygen",6.16
"kent",2025-06-17,"temperature",14.913
"kent",2025-06-17,"flow",0.423374997141461
